x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.0345948338508605,-0.0265650153160095,-0.025892007501028,-0.0661206543445587,-0.0591332912445068,-0.0418913749616365,-0.0910044312477111,-0.0880908966064453,-0.0549358402948598,-0.1108876764774322,-0.1148877739906311,-0.0672852223377447,-0.0290829539299011,-0.1521541476249694,-0.0262213566910247,-0.0371025204658508,-0.2125869691371917,-0.0413987127702455,-0.039133071899414,-0.2494418323040008,-0.0537011859576921,-0.0376598238945007,-0.2821768522262573,-0.0630547528724889,0.000788927078247,-0.1577353477478027,-0.0248200645308713,0.0051562190055847,-0.2219765186309814,-0.0373442818980436,0.0111369490623474,-0.2605020105838775,-0.0475010251264791,0.0178828835487365,-0.2934862375259399,-0.0556044516723375,0.0275260210037231,-0.1479370594024658,-0.0266958394657592,0.0369383096694946,-0.2093909382820129,-0.0415881586830835,0.0425699949264526,-0.2459518909454345,-0.0515621317188959,0.0471947789192199,-0.2781477570533752,-0.0585897279541711,0.0527297258377075,-0.1272719502449035,-0.0307709978531818,0.0741373896598815,-0.1718993782997131,-0.0453526539366464,0.0877916812896728,-0.2018603682518005,-0.0530533691506605,0.0990127325057983,-0.2312056124210357,-0.0581497823457937,right_open
0.0,0.0,0.0,-0.0292029380798339,-0.0206148624420166,-0.0316489692995105,-0.0613355040550231,-0.0544472336769104,-0.0504851993391071,-0.0892706513404846,-0.0826483964920044,-0.0651837531694923,-0.1111421585083007,-0.1055127680301666,-0.0790445674428497,-0.0296009182929992,-0.1592482924461364,-0.0342992190489326,-0.0403433442115783,-0.2266132235527038,-0.0512865353593383,-0.0429925918579101,-0.2687565982341766,-0.0647661108741317,-0.0419968962669372,-0.3042436838150024,-0.0746000353464637,-0.0017594695091247,-0.1680369675159454,-0.0302166175314937,0.0005504488945007,-0.2409330308437347,-0.0440342892179046,0.0055927634239196,-0.2848248183727264,-0.0549216736325774,0.0114184021949768,-0.3203248232603073,-0.063271390295938,0.0249921083450317,-0.1604594588279724,-0.0295224376240526,0.0343444347381591,-0.2305866479873657,-0.0443265754947219,0.0397539734840393,-0.2737044990062713,-0.055604537970737,0.0443057417869567,-0.310158759355545,-0.0636800024876151,0.0517517924308776,-0.1404698491096496,-0.0315358098814044,0.0742560029029846,-0.1896288096904754,-0.0453758370348964,0.0891143679618835,-0.2226211130619049,-0.0536881704101119,0.1010861992835998,-0.2531009316444397,-0.0593656543859992,right_open
0.0,0.0,0.0,-0.0328837633132934,-0.0173242688179016,-0.0333192580821162,-0.0680766105651855,-0.0443359017372131,-0.0539551870407706,-0.098277747631073,-0.0678920745849609,-0.0703481556357985,-0.1212373375892639,-0.0902615785598754,-0.0861600459994917,-0.0402025580406188,-0.1554770171642303,-0.0380756454052573,-0.056061565876007,-0.220713198184967,-0.0572214023651724,-0.061950147151947,-0.2621576488018036,-0.0721563519420271,-0.0636380314826965,-0.2983375638723373,-0.0829208613814955,-0.0112039446830749,-0.1675160229206085,-0.0343001791717654,-0.0118860006332397,-0.2409415245056152,-0.0502388076367026,-0.0103982686996459,-0.2851265668869018,-0.062250045079196,-0.008226454257965,-0.3218628317117691,-0.0712598682822829,0.017177402973175,-0.1623329520225525,-0.0339935281755572,0.0220099091529846,-0.2325266897678375,-0.0504644596459513,0.02449631690979,-0.2754441499710083,-0.0614968360843306,0.026218295097351,-0.3117917627096176,-0.0691451103868132,0.0457252264022827,-0.1445934176445007,-0.0365517781557684,0.0634753108024597,-0.1990949511528015,-0.0515976035477763,0.0755531191825866,-0.2340176999568939,-0.0593555652978068,0.0849767923355102,-0.2659730911254883,-0.0643983678402548,right_open
0.0,0.0,0.0,-0.0401712357997894,-0.0126254558563232,-0.027905971355949,-0.0820439457893371,-0.0359047651290893,-0.0459321016298872,-0.1187844276428222,-0.0549041032791137,-0.0606686683224779,-0.147434115409851,-0.0706025063991546,-0.07518669831029,-0.0579649806022644,-0.1483090221881866,-0.0319202529119593,-0.0805338025093078,-0.2121840715408325,-0.0493211658524614,-0.0919305086135864,-0.2538582980632782,-0.0630533011483294,-0.0978411138057708,-0.2896070480346679,-0.0730268942045313,-0.0288154482841491,-0.1653046607971191,-0.0302807731407028,-0.0388527810573577,-0.2402949929237365,-0.044434128873263,-0.0432842075824737,-0.2861033082008362,-0.0555806631075483,-0.044920265674591,-0.3231452852487564,-0.0641130195783716,0.0014480352401733,-0.1653643548488617,-0.0317756222414118,0.0001395344734191,-0.2384218573570251,-0.0469779210018259,-0.0030838251113891,-0.2835060954093933,-0.057928739659701,-0.0060157775878906,-0.3210991621017456,-0.0657518343853098,0.0328672528266906,-0.1527599990367889,-0.0355914929734808,0.0479154586791992,-0.2099969983100891,-0.0497571552025419,0.055968165397644,-0.2486486732959747,-0.0574551397787672,0.0611771941184997,-0.2840923070907593,-0.0625787364172083,right_open
0.0,0.0,0.0,-0.0463044345378875,-0.0176766514778137,-0.0262205177040186,-0.0931072533130645,-0.0422367453575134,-0.0440653436870661,-0.1338311433792114,-0.0601753592491149,-0.0593435862155047,-0.1670418977737426,-0.0719121694564819,-0.0746541977913466,-0.0670200586318969,-0.1589276790618896,-0.02950519929243,-0.0928468406200409,-0.2263822555541992,-0.0478468560667124,-0.1063052713871002,-0.2707610726356506,-0.0626481087000456,-0.1139563918113708,-0.309556782245636,-0.0736484141142455,-0.0357224643230438,-0.1773590743541717,-0.0303907492251482,-0.047719806432724,-0.2560870349407196,-0.045473682233819,-0.0530823171138763,-0.3048696517944336,-0.0576901533694353,-0.056050419807434,-0.3464118540287018,-0.0672326670081702,-0.0037230253219604,-0.1777111887931823,-0.0345148914547053,-0.0067855417728424,-0.255032867193222,-0.0515870847792712,-0.0097541511058807,-0.3025398850440979,-0.0625691623480406,-0.0130765736103057,-0.3435237109661102,-0.0704382271559325,0.0286824703216552,-0.1642535030841827,-0.0408563674481001,0.0432121157646179,-0.2240204215049743,-0.0561975450308409,0.0519790053367614,-0.2636301517486572,-0.0628414587171164,0.057896614074707,-0.3004996180534363,-0.067332355776557,right_open
0.0,0.0,0.0,-0.048205554485321,-0.0281554460525512,-0.025108100402889,-0.0958148837089538,-0.0635539293289184,-0.0430205925589177,-0.138887420296669,-0.0814018249511718,-0.0588350496476266,-0.1746616810560226,-0.0900384783744812,-0.0752963475173089,-0.055403709411621,-0.1842017173767089,-0.0301484870945785,-0.0764743387699127,-0.2621862292289734,-0.0485126092320058,-0.087108314037323,-0.3116279244422912,-0.0633956021850679,-0.0928744673728942,-0.3523855209350586,-0.0744278482382867,-0.019485056400299,-0.1965364813804626,-0.0325218602305028,-0.0247260630130767,-0.2800809144973755,-0.0476772687619302,-0.0266975164413452,-0.3312480449676513,-0.0607669404929254,-0.0272364914417266,-0.374856173992157,-0.071042684394655,0.014606088399887,-0.1897714734077453,-0.038037655431566,0.0217965543270111,-0.2715150117874145,-0.0554318628495309,0.0248034000396728,-0.3236182034015655,-0.0682671345060441,0.0256668329238891,-0.3697162270545959,-0.0777807585185144,0.0465911924839019,-0.1678482294082641,-0.0454939916020009,0.0703354775905609,-0.2271975874900818,-0.0608526407962415,0.0844807624816894,-0.2670753598213196,-0.0677922493999574,0.0946394205093383,-0.3055536448955536,-0.0727888322656724,right_open
0.0,0.0,0.0,-0.049650102853775,-0.0264396071434021,-0.0265429031746577,-0.0974887609481811,-0.0600985288619995,-0.0453998532788944,-0.1425082683563232,-0.0775536894798278,-0.0619553153114509,-0.1814460158348083,-0.0858976244926452,-0.0792976853149127,-0.0561493784189224,-0.1788980364799499,-0.031581663777132,-0.0753181725740432,-0.255070686340332,-0.05034352212121,-0.0849977433681488,-0.3036497235298157,-0.0656328138606738,-0.0907199680805206,-0.345367968082428,-0.0771435436504077,-0.0195828378200531,-0.1906416416168213,-0.033274335105915,-0.0226415991783142,-0.273616075515747,-0.0479290869729709,-0.0246549546718597,-0.3239510059356689,-0.0606682908432674,-0.0258013606071472,-0.3671189546585083,-0.0711809408562373,0.0146146714687347,-0.1824477314949035,-0.0381390724973869,0.0213882327079772,-0.26132732629776,-0.0550180648164939,0.0233713090419769,-0.3102456331253052,-0.0668601629035663,0.0236767828464508,-0.353847473859787,-0.0758909296887111,0.0461601912975311,-0.1591359376907348,-0.0451926302807521,0.0692996978759765,-0.2161850929260254,-0.0603265252607059,0.0844161808490753,-0.2532826066017151,-0.0666289862888049,0.095840573310852,-0.2887467741966247,-0.0712457758085918,right_open
0.0,0.0,0.0,-0.0514047741889953,-0.0299521684646606,-0.0265563202738405,-0.10104601085186,-0.0663105845451355,-0.0447885336070896,-0.1463091894984245,-0.0858267545700073,-0.0612280720561386,-0.1850804090499878,-0.0975373983383178,-0.0780079194992424,-0.0557164102792739,-0.1839821934700012,-0.0285880116462351,-0.0712931603193283,-0.2615289688110351,-0.0466161833792568,-0.0796236097812652,-0.3083099722862243,-0.0615336501687409,-0.0853902250528335,-0.3500598073005676,-0.0731436887472511,-0.0184250622987747,-0.1924641132354736,-0.030775677198136,-0.0204163193702697,-0.2724891901016235,-0.0456428395300747,-0.0199575871229171,-0.3213109970092773,-0.0585106478720547,-0.0185612291097641,-0.3658168911933899,-0.0691566819041611,0.0164127349853515,-0.1828128695487976,-0.0364959889739395,0.0265372097492218,-0.2590832710266113,-0.0545920224576832,0.0326806008815765,-0.3049454689025879,-0.0661074125855805,0.0366484820842742,-0.3481005430221557,-0.0744168886631371,0.0484042167663574,-0.1588719487190246,-0.0446408519237877,0.0731217861175537,-0.2132689952850341,-0.0612768733590485,0.0892013907432556,-0.249718964099884,-0.0683208161681534,0.1021002531051635,-0.2861064672470093,-0.0731115022390724,right_open
0.0,0.0,0.0,-0.0444863438606262,-0.0289348363876342,-0.0230618996091891,-0.0863731354475021,-0.0647848844528198,-0.0403282643773366,-0.1241256147623062,-0.0874533057212829,-0.0558920839347649,-0.1566603183746338,-0.1018439531326294,-0.0720535480894852,-0.0388733148574829,-0.165777325630188,-0.0310430509515811,-0.0523910522460937,-0.2408808469772339,-0.0488782600977231,-0.05788254737854,-0.2860711216926574,-0.0625938066758919,-0.0613578259944915,-0.3256843090057373,-0.0730769672908593,-0.0041792392730712,-0.1721407771110534,-0.0342219510593224,-0.0026740729808807,-0.2496638298034668,-0.0486058929481316,-0.0010136365890502,-0.2948575019836426,-0.0601749496080685,0.0009410381317138,-0.3345257043838501,-0.0697420054592896,0.0275547206401824,-0.1593450307846069,-0.0399130956747342,0.0396764278411865,-0.233705997467041,-0.0568801352300454,0.0457862317562103,-0.2786796689033508,-0.0675533899583626,0.0499257743358612,-0.3189114928245544,-0.0755957031168748,0.056527554988861,-0.1315640807151794,-0.0474211873032857,0.0833118259906768,-0.1811305284500122,-0.0635966175713349,0.1005322933197021,-0.2140758037567138,-0.0697970876016427,0.1146381497383117,-0.2461861968040466,-0.0740637370862771,right_open
0.0,0.0,0.0,-0.0393341183662414,-0.0256276726722717,-0.0240084374997309,-0.0779843926429748,-0.0557400584220886,-0.0425033564421823,-0.1143471598625183,-0.0770851373672485,-0.0588381173762968,-0.1457084715366363,-0.0899564623832702,-0.0755817400965384,-0.0375146865844726,-0.1575137972831726,-0.0335049363526991,-0.0504065155982971,-0.2274730801582336,-0.0509838680479219,-0.0555349290370941,-0.2686910033226013,-0.0640873494300535,-0.0580046772956848,-0.3056699633598327,-0.0739799695763281,-0.0048707127571105,-0.1635133624076843,-0.0354455630037477,-0.0036419034004211,-0.2371637821197509,-0.0495293992314032,-0.0023649334907531,-0.2797093391418457,-0.0604538242075136,-0.000643253326416,-0.3171454668045044,-0.0694187837395361,0.0250686109066009,-0.1515617966651916,-0.039755071953266,0.0354063510894775,-0.2214632630348205,-0.055958758548229,0.0412547290325164,-0.2639027237892151,-0.0660400795492819,0.0450447499752044,-0.3011831045150757,-0.0734588908705404,0.0527040064334869,-0.1265907287597656,-0.0459024156186274,0.0771355926990509,-0.1769601702690124,-0.060901544496744,0.0931079983711242,-0.2094571590423584,-0.0668038907203367,0.105954498052597,-0.2402067184448242,-0.0707797738465956,right_open
